vehicle_id,timestamp,latitude,longitude,speed,heading
CBD008,2025-01-15T08:12:00Z,1.2760,103.8460,3.0,45
CBD008,2025-01-15T08:13:00Z,1.2790,103.8480,2.5,45
CBD008,2025-01-15T08:14:00Z,1.2840,103.8510,2.0,45
CBD008,2025-01-15T08:15:00Z,1.2845,103.8525,1.5,90
CBD009,2025-01-15T08:06:00Z,1.2850,103.8540,25.0,135
CBD009,2025-01-15T08:07:00Z,1.2820,103.8570,22.0,135
CBD009,2025-01-15T08:08:00Z,1.2800,103.8600,18.0,135
CBD009,2025-01-15T08:09:00Z,1.2840,103.8590,15.0,0
CBD010,2025-01-15T08:15:00Z,1.2760,103.8460,1.0,45
CBD010,2025-01-15T08:16:00Z,1.2790,103.8480,0.8,45
CBD010,2025-01-15T08:17:00Z,1.2840,103.8510,0.5,45
CBD010,2025-01-15T08:18:00Z,1.2845,103.8525,0.3,90
CBD011,2025-01-15T08:09:00Z,1.2850,103.8540,12.0,135
CBD011,2025-01-15T08:10:00Z,1.2820,103.8570,10.0,135
CBD011,2025-01-15T08:11:00Z,1.2800,103.8600,8.0,135
CBD011,2025-01-15T08:12:00Z,1.2860,103.8610,6.0,0
CBD012,2025-01-15T08:18:00Z,1.2760,103.8460,0.5,45
CBD012,2025-01-15T08:19:00Z,1.2790,103.8480,0.3,45
CBD012,2025-01-15T08:20:00Z,1.2840,103.8510,0.2,45
CBD012,2025-01-15T08:21:00Z,1.2845,103.8525,0.1,90
CBD013,2025-01-15T08:12:00Z,1.2850,103.8540,8.0,135
CBD013,2025-01-15T08:13:00Z,1.2820,103.8570,6.0,135
CBD013,2025-01-15T08:14:00Z,1.2800,103.8600,4.0,135
CBD013,2025-01-15T08:15:00Z,1.2860,103.8610,3.0,0
CBD014,2025-01-15T08:00:00Z,1.2720,103.8400,65.0,90
CBD014,2025-01-15T08:01:00Z,1.2750,103.8500,62.0,90
CBD014,2025-01-15T08:02:00Z,1.2800,103.8600,58.0,90
CBD015,2025-01-15T08:15:00Z,1.2850,103.8540,5.0,135
CBD015,2025-01-15T08:16:00Z,1.2820,103.8570,3.0,135
CBD015,2025-01-15T08:17:00Z,1.2800,103.8600,2.0,135
CBD015,2025-01-15T08:18:00Z,1.2860,103.8610,1.5,0
CBD016,2025-01-15T08:21:00Z,1.2760,103.8460,0.2,45
CBD016,2025-01-15T08:22:00Z,1.2790,103.8480,0.1,45
CBD016,2025-01-15T08:23:00Z,1.2840,103.8510,0.1,45
CBD017,2025-01-15T08:18:00Z,1.2850,103.8540,3.0,135
CBD017,2025-01-15T08:19:00Z,1.2820,103.8570,2.0,135
CBD017,2025-01-15T08:20:00Z,1.2800,103.8600,1.0,135
CBD017,2025-01-15T08:21:00Z,1.2860,103.8610,0.5,0
CBD018,2025-01-15T08:06:00Z,1.2720,103.8400,55.0,90
CBD018,2025-01-15T08:07:00Z,1.2750,103.8500,50.0,90
CBD018,2025-01-15T08:08:00Z,1.2800,103.8600,45.0,90
CBD019,2025-01-15T08:21:00Z,1.2850,103.8540,1.5,135
CBD019,2025-01-15T08:22:00Z,1.2820,103.8570,1.0,135
CBD019,2025-01-15T08:23:00Z,1.2800,103.8600,0.5,135
CBD020,2025-01-15T08:24:00Z,1.2760,103.8460,0.1,45
CBD020,2025-01-15T08:25:00Z,1.2790,103.8480,0.1,45
CBD020,2025-01-15T08:26:00Z,1.2840,103.8510,0.1,45
CBD021,2025-01-15T08:12:00Z,1.2720,103.8400,45.0,90
CBD021,2025-01-15T08:13:00Z,1.2750,103.8500,40.0,90
CBD021,2025-01-15T08:14:00Z,1.2800,103.8600,35.0,90
CBD022,2025-01-15T08:24:00Z,1.2850,103.8540,0.8,135
CBD022,2025-01-15T08:25:00Z,1.2820,103.8570,0.5,135
CBD022,2025-01-15T08:26:00Z,1.2800,103.8600,0.3,135
CBD023,2025-01-15T08:00:00Z,1.2820,103.8490,35.0,45
CBD023,2025-01-15T08:01:00Z,1.2840,103.8510,32.0,45
CBD023,2025-01-15T08:02:00Z,1.2860,103.8530,28.0,45
CBD024,2025-01-15T08:03:00Z,1.2830,103.8460,30.0,90
CBD024,2025-01-15T08:04:00Z,1.2840,103.8480,25.0,90
CBD024,2025-01-15T08:05:00Z,1.2840,103.8510,20.0,90
CBD025,2025-01-15T08:18:00Z,1.2720,103.8400,35.0,90
CBD025,2025-01-15T08:19:00Z,1.2750,103.8500,30.0,90
CBD025,2025-01-15T08:20:00Z,1.2800,103.8600,25.0,90
CBD026,2025-01-15T08:06:00Z,1.2820,103.8490,15.0,45
CBD026,2025-01-15T08:07:00Z,1.2840,103.8510,12.0,45
CBD026,2025-01-15T08:08:00Z,1.2860,103.8530,10.0,45
CBD027,2025-01-15T08:09:00Z,1.2830,103.8460,12.0,90
CBD027,2025-01-15T08:10:00Z,1.2840,103.8480,10.0,90
CBD027,2025-01-15T08:11:00Z,1.2840,103.8510,8.0,90
CBD028,2025-01-15T08:12:00Z,1.2820,103.8490,8.0,45
CBD028,2025-01-15T08:13:00Z,1.2840,103.8510,6.0,45
CBD028,2025-01-15T08:14:00Z,1.2860,103.8530,4.0,45
CBD029,2025-01-15T08:15:00Z,1.2830,103.8460,5.0,90
CBD029,2025-01-15T08:16:00Z,1.2840,103.8480,4.0,90
CBD029,2025-01-15T08:17:00Z,1.2840,103.8510,3.0,90
CBD030,2025-01-15T08:24:00Z,1.2720,103.8400,25.0,90
CBD030,2025-01-15T08:25:00Z,1.2750,103.8500,20.0,90
CBD030,2025-01-15T08:26:00Z,1.2800,103.8600,15.0,90
