vehicle_id,timestamp,latitude,longitude,speed,heading
WLD023,2025-01-15T06:21:00Z,1.4520,103.7750,2.0,180
WLD023,2025-01-15T06:22:00Z,1.4450,103.7800,1.5,180
WLD023,2025-01-15T06:23:00Z,1.4350,103.7850,1.0,180
WLD024,2025-01-15T06:00:00Z,1.4150,103.8350,55.0,315
WLD024,2025-01-15T06:01:00Z,1.4180,103.8300,52.0,315
WLD024,2025-01-15T06:02:00Z,1.4200,103.8200,50.0,270
WLD025,2025-01-15T06:18:00Z,1.4200,103.8200,15.0,270
WLD025,2025-01-15T06:19:00Z,1.4250,103.8100,12.0,315
WLD025,2025-01-15T06:20:00Z,1.4300,103.8000,10.0,315
WLD026,2025-01-15T06:24:00Z,1.4520,103.7750,1.0,180
WLD026,2025-01-15T06:25:00Z,1.4450,103.7800,0.5,180
WLD026,2025-01-15T06:26:00Z,1.4350,103.7850,0.3,180
WLD027,2025-01-15T06:06:00Z,1.4150,103.8350,42.0,315
WLD027,2025-01-15T06:07:00Z,1.4180,103.8300,40.0,315
WLD027,2025-01-15T06:08:00Z,1.4200,103.8200,38.0,270
WLD028,2025-01-15T06:21:00Z,1.4200,103.8200,8.0,270
WLD028,2025-01-15T06:22:00Z,1.4250,103.8100,6.0,315
WLD028,2025-01-15T06:23:00Z,1.4300,103.8000,5.0,315
WLD029,2025-01-15T06:12:00Z,1.4150,103.8350,30.0,315
WLD029,2025-01-15T06:13:00Z,1.4180,103.8300,28.0,315
WLD029,2025-01-15T06:14:00Z,1.4200,103.8200,25.0,270
WLD030,2025-01-15T06:24:00Z,1.4200,103.8200,4.0,270
WLD030,2025-01-15T06:25:00Z,1.4250,103.8100,3.0,315
WLD030,2025-01-15T06:26:00Z,1.4300,103.8000,2.0,315
