vehicle_id,timestamp,latitude,longitude,speed,heading
V013,2025-01-15T08:15:00Z,1.3048,103.8281,2.0,90
V013,2025-01-15T08:16:00Z,1.3055,103.8320,1.5,90
V013,2025-01-15T08:17:00Z,1.3062,103.8360,1.0,90
V013,2025-01-15T08:18:00Z,1.3070,103.8380,0.8,90
V014,2025-01-15T08:15:00Z,1.3075,103.8400,45.0,90
V014,2025-01-15T08:16:00Z,1.3080,103.8420,42.0,90
V014,2025-01-15T08:17:00Z,1.3082,103.8440,40.0,90
V014,2025-01-15T08:18:00Z,1.3085,103.8460,38.0,90
V015,2025-01-15T08:18:00Z,1.3048,103.8281,0.5,90
V015,2025-01-15T08:19:00Z,1.3055,103.8320,0.5,90
V015,2025-01-15T08:20:00Z,1.3062,103.8360,0.5,90
V015,2025-01-15T08:21:00Z,1.3070,103.8380,0.5,90
V016,2025-01-15T08:21:00Z,1.3048,103.8281,0.3,90
V016,2025-01-15T08:22:00Z,1.3055,103.8320,0.3,90
V016,2025-01-15T08:23:00Z,1.3062,103.8360,0.3,90
V017,2025-01-15T08:21:00Z,1.3025,103.8285,25.0,180
V017,2025-01-15T08:22:00Z,1.3010,103.8290,23.0,180
V017,2025-01-15T08:23:00Z,1.2995,103.8310,20.0,180
V018,2025-01-15T08:24:00Z,1.3048,103.8281,1.0,90
V018,2025-01-15T08:25:00Z,1.3055,103.8320,0.8,90
V018,2025-01-15T08:26:00Z,1.3062,103.8360,0.6,90
V019,2025-01-15T08:24:00Z,1.2995,103.8310,30.0,180
V019,2025-01-15T08:25:00Z,1.2980,103.8330,28.0,180
V019,2025-01-15T08:26:00Z,1.2970,103.8350,25.0,180
V020,2025-01-15T08:27:00Z,1.3048,103.8281,0.2,90
V020,2025-01-15T08:28:00Z,1.3055,103.8320,0.2,90
V020,2025-01-15T08:29:00Z,1.3062,103.8360,0.2,90
V021,2025-01-15T08:27:00Z,1.2970,103.8350,20.0,180
V021,2025-01-15T08:28:00Z,1.2965,103.8370,18.0,180
V021,2025-01-15T08:29:00Z,1.2955,103.8400,15.0,180
V022,2025-01-15T08:30:00Z,1.3055,103.8320,5.0,180
V022,2025-01-15T08:31:00Z,1.3080,103.8310,4.5,180
V022,2025-01-15T08:32:00Z,1.3100,103.8305,4.0,180
V023,2025-01-15T08:30:00Z,1.2955,103.8400,25.0,180
V023,2025-01-15T08:31:00Z,1.2948,103.8430,23.0,180
V023,2025-01-15T08:32:00Z,1.2945,103.8450,20.0,180
V024,2025-01-15T08:33:00Z,1.3075,103.8400,12.0,90
V024,2025-01-15T08:34:00Z,1.3060,103.8420,10.0,90
V024,2025-01-15T08:35:00Z,1.3045,103.8440,8.0,90
V025,2025-01-15T08:33:00Z,1.3100,103.8305,3.0,0
V025,2025-01-15T08:34:00Z,1.3120,103.8315,2.5,0
V025,2025-01-15T08:35:00Z,1.3140,103.8325,2.0,0
V026,2025-01-15T08:36:00Z,1.3048,103.8281,0.1,90
V026,2025-01-15T08:37:00Z,1.3055,103.8320,0.1,90
V026,2025-01-15T08:38:00Z,1.3062,103.8360,0.1,90
V027,2025-01-15T08:36:00Z,1.3045,103.8440,15.0,90
V027,2025-01-15T08:37:00Z,1.3050,103.8460,14.0,90
V027,2025-01-15T08:38:00Z,1.3055,103.8480,13.0,90
V028,2025-01-15T08:39:00Z,1.3140,103.8325,1.5,0
V028,2025-01-15T08:40:00Z,1.3150,103.8340,1.2,0
V028,2025-01-15T08:41:00Z,1.3155,103.8355,1.0,0
V029,2025-01-15T08:39:00Z,1.3048,103.8281,0.1,90
V029,2025-01-15T08:40:00Z,1.3055,103.8320,0.1,90
V029,2025-01-15T08:41:00Z,1.3062,103.8360,0.1,90
V030,2025-01-15T08:42:00Z,1.3155,103.8355,30.0,45
V030,2025-01-15T08:43:00Z,1.3165,103.8370,28.0,45
V030,2025-01-15T08:44:00Z,1.3172,103.8385,25.0,45
