vehicle_id,timestamp,latitude,longitude,speed,heading
ORC015,2025-01-15T10:17:00Z,1.3110,103.8300,1.5,0
ORC015,2025-01-15T10:18:00Z,1.3140,103.8295,1.0,0
ORC016,2025-01-15T10:00:00Z,1.3060,103.8360,35.0,135
ORC016,2025-01-15T10:01:00Z,1.3040,103.8380,32.0,135
ORC016,2025-01-15T10:02:00Z,1.3020,103.8400,30.0,135
ORC017,2025-01-15T10:21:00Z,1.3020,103.8200,0.2,45
ORC017,2025-01-15T10:22:00Z,1.3045,103.8280,0.1,45
ORC017,2025-01-15T10:23:00Z,1.3060,103.8360,0.1,45
ORC018,2025-01-15T10:12:00Z,1.3140,103.8295,18.0,45
ORC018,2025-01-15T10:13:00Z,1.3160,103.8340,15.0,45
ORC018,2025-01-15T10:14:00Z,1.3180,103.8400,12.0,45
ORC019,2025-01-15T10:18:00Z,1.3050,103.8310,1.0,0
ORC019,2025-01-15T10:19:00Z,1.3080,103.8305,0.8,0
ORC019,2025-01-15T10:20:00Z,1.3110,103.8300,0.5,0
ORC019,2025-01-15T10:21:00Z,1.3140,103.8295,0.3,0
ORC020,2025-01-15T10:06:00Z,1.3060,103.8360,20.0,135
ORC020,2025-01-15T10:07:00Z,1.3040,103.8380,18.0,135
ORC020,2025-01-15T10:08:00Z,1.3020,103.8400,15.0,135
ORC021,2025-01-15T10:18:00Z,1.3140,103.8295,10.0,45
ORC021,2025-01-15T10:19:00Z,1.3160,103.8340,8.0,45
ORC021,2025-01-15T10:20:00Z,1.3180,103.8400,6.0,45
ORC022,2025-01-15T10:00:00Z,1.3045,103.8280,30.0,315
ORC022,2025-01-15T10:01:00Z,1.3020,103.8270,28.0,180
ORC022,2025-01-15T10:02:00Z,1.2990,103.8260,25.0,180
ORC023,2025-01-15T10:12:00Z,1.3060,103.8360,12.0,135
ORC023,2025-01-15T10:13:00Z,1.3040,103.8380,10.0,135
ORC023,2025-01-15T10:14:00Z,1.3020,103.8400,8.0,135
ORC024,2025-01-15T10:21:00Z,1.3140,103.8295,5.0,45
ORC024,2025-01-15T10:22:00Z,1.3160,103.8340,4.0,45
ORC024,2025-01-15T10:23:00Z,1.3180,103.8400,3.0,45
ORC025,2025-01-15T10:06:00Z,1.3045,103.8280,15.0,315
ORC025,2025-01-15T10:07:00Z,1.3020,103.8270,12.0,180
ORC025,2025-01-15T10:08:00Z,1.2990,103.8260,10.0,180
ORC026,2025-01-15T10:18:00Z,1.3060,103.8360,6.0,135
ORC026,2025-01-15T10:19:00Z,1.3040,103.8380,5.0,135
ORC026,2025-01-15T10:20:00Z,1.3020,103.8400,4.0,135
ORC027,2025-01-15T10:24:00Z,1.3140,103.8295,2.0,45
ORC027,2025-01-15T10:25:00Z,1.3160,103.8340,1.5,45
ORC027,2025-01-15T10:26:00Z,1.3180,103.8400,1.0,45
ORC028,2025-01-15T10:12:00Z,1.3045,103.8280,8.0,315
ORC028,2025-01-15T10:13:00Z,1.3020,103.8270,6.0,180
ORC028,2025-01-15T10:14:00Z,1.2990,103.8260,5.0,180
ORC029,2025-01-15T10:21:00Z,1.3060,103.8360,3.0,135
ORC029,2025-01-15T10:22:00Z,1.3040,103.8380,2.0,135
ORC029,2025-01-15T10:23:00Z,1.3020,103.8400,1.5,135
ORC030,2025-01-15T10:18:00Z,1.3045,103.8280,4.0,315
ORC030,2025-01-15T10:19:00Z,1.3020,103.8270,3.0,180
ORC030,2025-01-15T10:20:00Z,1.2990,103.8260,2.0,180
