vehicle_id,timestamp,latitude,longitude,speed,heading
TMP009,2025-01-15T17:10:00Z,1.3380,103.9350,15.0,45
TMP009,2025-01-15T17:11:00Z,1.3420,103.9400,12.0,45
TMP010,2025-01-15T17:15:00Z,1.3530,103.9400,2.0,90
TMP010,2025-01-15T17:16:00Z,1.3540,103.9450,1.5,90
TMP010,2025-01-15T17:17:00Z,1.3550,103.9500,1.0,90
TMP010,2025-01-15T17:18:00Z,1.3580,103.9520,0.5,0
TMP011,2025-01-15T17:00:00Z,1.3500,103.9200,55.0,90
TMP011,2025-01-15T17:01:00Z,1.3510,103.9350,52.0,90
TMP011,2025-01-15T17:02:00Z,1.3520,103.9500,50.0,90
TMP012,2025-01-15T17:12:00Z,1.3340,103.9300,10.0,45
TMP012,2025-01-15T17:13:00Z,1.3380,103.9350,8.0,45
TMP012,2025-01-15T17:14:00Z,1.3420,103.9400,6.0,45
TMP013,2025-01-15T17:18:00Z,1.3530,103.9400,0.5,90
TMP013,2025-01-15T17:19:00Z,1.3540,103.9450,0.3,90
TMP013,2025-01-15T17:20:00Z,1.3550,103.9500,0.2,90
TMP013,2025-01-15T17:21:00Z,1.3580,103.9520,0.1,0
TMP014,2025-01-15T17:06:00Z,1.3500,103.9200,45.0,90
TMP014,2025-01-15T17:07:00Z,1.3510,103.9350,42.0,90
TMP014,2025-01-15T17:08:00Z,1.3520,103.9500,40.0,90
TMP015,2025-01-15T17:15:00Z,1.3340,103.9300,5.0,45
TMP015,2025-01-15T17:16:00Z,1.3380,103.9350,4.0,45
TMP015,2025-01-15T17:17:00Z,1.3420,103.9400,3.0,45
TMP016,2025-01-15T17:00:00Z,1.3420,103.9400,40.0,90
TMP016,2025-01-15T17:01:00Z,1.3400,103.9500,42.0,90
TMP016,2025-01-15T17:02:00Z,1.3380,103.9600,45.0,90
TMP017,2025-01-15T17:12:00Z,1.3500,103.9200,30.0,90
TMP017,2025-01-15T17:13:00Z,1.3510,103.9350,28.0,90
TMP017,2025-01-15T17:14:00Z,1.3520,103.9500,25.0,90
TMP018,2025-01-15T17:18:00Z,1.3340,103.9300,2.0,45
TMP018,2025-01-15T17:19:00Z,1.3380,103.9350,1.5,45
TMP018,2025-01-15T17:20:00Z,1.3420,103.9400,1.0,45
TMP019,2025-01-15T17:06:00Z,1.3420,103.9400,28.0,90
TMP019,2025-01-15T17:07:00Z,1.3400,103.9500,30.0,90
TMP019,2025-01-15T17:08:00Z,1.3380,103.9600,32.0,90
TMP020,2025-01-15T17:18:00Z,1.3500,103.9200,18.0,90
TMP020,2025-01-15T17:19:00Z,1.3510,103.9350,15.0,90
TMP020,2025-01-15T17:20:00Z,1.3520,103.9500,12.0,90
TMP021,2025-01-15T17:21:00Z,1.3340,103.9300,0.5,45
TMP021,2025-01-15T17:22:00Z,1.3380,103.9350,0.3,45
TMP021,2025-01-15T17:23:00Z,1.3420,103.9400,0.2,45
TMP022,2025-01-15T17:12:00Z,1.3420,103.9400,18.0,90
TMP022,2025-01-15T17:13:00Z,1.3400,103.9500,20.0,90
TMP022,2025-01-15T17:14:00Z,1.3380,103.9600,22.0,90
TMP023,2025-01-15T17:21:00Z,1.3500,103.9200,10.0,90
TMP023,2025-01-15T17:22:00Z,1.3510,103.9350,8.0,90
TMP023,2025-01-15T17:23:00Z,1.3520,103.9500,6.0,90
TMP024,2025-01-15T17:00:00Z,1.3610,103.9540,35.0,45
TMP024,2025-01-15T17:01:00Z,1.3630,103.9600,32.0,45
TMP024,2025-01-15T17:02:00Z,1.3650,103.9680,30.0,45
TMP025,2025-01-15T17:18:00Z,1.3420,103.9400,10.0,90
TMP025,2025-01-15T17:19:00Z,1.3400,103.9500,12.0,90
TMP025,2025-01-15T17:20:00Z,1.3380,103.9600,14.0,90
TMP026,2025-01-15T17:24:00Z,1.3500,103.9200,5.0,90
TMP026,2025-01-15T17:25:00Z,1.3510,103.9350,4.0,90
TMP026,2025-01-15T17:26:00Z,1.3520,103.9500,3.0,90
TMP027,2025-01-15T17:06:00Z,1.3610,103.9540,25.0,45
TMP027,2025-01-15T17:07:00Z,1.3630,103.9600,22.0,45
TMP027,2025-01-15T17:08:00Z,1.3650,103.9680,20.0,45
TMP028,2025-01-15T17:21:00Z,1.3420,103.9400,5.0,90
TMP028,2025-01-15T17:22:00Z,1.3400,103.9500,6.0,90
TMP028,2025-01-15T17:23:00Z,1.3380,103.9600,8.0,90
TMP029,2025-01-15T17:12:00Z,1.3610,103.9540,15.0,45
TMP029,2025-01-15T17:13:00Z,1.3630,103.9600,12.0,45
TMP029,2025-01-15T17:14:00Z,1.3650,103.9680,10.0,45
TMP030,2025-01-15T17:24:00Z,1.3420,103.9400,2.0,90
TMP030,2025-01-15T17:25:00Z,1.3400,103.9500,3.0,90
TMP030,2025-01-15T17:26:00Z,1.3380,103.9600,4.0,90
